total_laid_off,company_name,stage_group,industry_name,city,country,latitude,longitude,year,quarter
145.0,FrontRow,Early Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
130.0,FrontRow,Early Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
4.0,FrontRow,Early Stage,Education,Bengaluru,India,12.98815675,77.62260004,2023.0,3.0
39.0,FrontRow,Early Stage,Education,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
100.0,Udayy,Early Stage,Education,Gurugram,India,28.4646148,77.0299194,2022.0,2.0
137.0,Bluprint,Mature/Public,Education,Denver,USA,39.7392364,-104.984862,2020.0,2.0
145.0,PrepLadder,Unknown,Education,New Delhi,India,28.6138954,77.2090057,2024.0,2.0
73.0,On Deck,Early Stage,Education,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
170.0,Crejo.Fun,Early Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
45.0,Teachmint,Growth Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
42.0,Top Hat,Late Stage,Education,Toronto,Canada,43.6534817,-79.3839347,2023.0,3.0
80.0,LEAD,Late Stage,Education,Mumbai,India,19.0785451,72.878176,2022.0,3.0
55.0,Udacity,Unknown,Education,Mountain View,USA,37.3893889,-122.0832101,2022.0,4.0
33.0,Studio,Growth Stage,Education,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
35.0,Top Hat,Late Stage,Education,Toronto,Canada,43.6534817,-79.3839347,2024.0,1.0
89.0,Domestika,Growth Stage,Education,Madrid,Spain,40.4167047,-3.7035825,2023.0,1.0
2500.0,Byju's,Mature/Public,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
500.0,Byju's,Mature/Public,Education,Bengaluru,India,12.98815675,77.62260004,2024.0,2.0
350.0,Unacademy,Late Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,4.0
150.0,Coursera,Mature/Public,Education,Mountain View,USA,37.3893889,-122.0832101,2024.0,4.0
1000.0,Unacademy,Late Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
300.0,Guild,Late Stage,Education,Denver,USA,39.7392364,-104.984862,2024.0,2.0
172.0,Guild,Late Stage,Education,Denver,USA,39.7392364,-104.984862,2023.0,2.0
81.0,Paper,Growth Stage,Education,Montreal,Canada,45.5031824,-73.5698065,2023.0,2.0
81.0,Paper,Growth Stage,Education,Montreal,Canada,45.5031824,-73.5698065,2024.0,3.0
106.0,Paper,Growth Stage,Education,Montreal,Canada,45.5031824,-73.5698065,2023.0,3.0
150.0,Unacademy,Late Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
441.0,Chegg,Mature/Public,Education,Santa Clara,USA,37.354107,-121.955238,2024.0,2.0
87.0,Paper,Growth Stage,Education,Montreal,Canada,45.5031824,-73.5698065,2023.0,3.0
200.0,Vedantu,Late Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
424.0,Vedantu,Late Stage,Education,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
140.0,ContaAzul,Growth Stage,Education,Joinville,Brazil,-26.3044898,-48.8486726,2020.0,2.0
441.0,Chegg,Mature/Public,Education,Santa Clara,USA,37.354107,-121.955238,2024.0,2.0
31.0,Chegg,Mature/Public,Education,Santa Clara,USA,37.354107,-121.955238,2024.0,4.0
80.0,Chegg,Mature/Public,Education,Santa Clara,USA,37.354107,-121.955238,2023.0,2.0
248.0,Chegg,Mature/Public,Education,Santa Clara,USA,37.354107,-121.955238,2025.0,2.0
4.0,TutorMundi,Early Stage,Education,Sao Paulo,Brazil,-23.5506507,-46.6333824,2020.0,2.0
106.0,Climeworks,Mature/Public,Energy,Zurich,Switzerland,47.3744489,8.5410422,2025.0,2.0
120.0,RigUp,Growth Stage,Energy,Austin,USA,30.2711286,-97.7436995,2020.0,1.0
900.0,SolarEdge,Mature/Public,Energy,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,1.0
350.0,Enphase Energy,Mature/Public,Energy,Fremont,USA,37.5482697,-121.988571,2023.0,4.0
111.0,Aurora Solar,Growth Stage,Energy,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
500.0,Enphase Energy,Mature/Public,Energy,Fremont,USA,37.5482697,-121.988571,2024.0,4.0
170.0,Enovix,Mature/Public,Energy,Fremont,USA,37.5482697,-121.988571,2024.0,2.0
47.0,Ecobee,Growth Stage,Energy,Toronto,Canada,43.6534817,-79.3839347,2020.0,1.0
248.0,Moxion Power,Unknown,Energy,Richmond,USA,37.5385087,-77.43428,2024.0,3.0
1600.0,Northvolt,Unknown,Energy,Stockholm,Sweden,59.3251172,18.0710935,2024.0,3.0
30.0,Brighte,Growth Stage,Energy,Sydney,Australia,-33.8698439,151.2082848,2022.0,2.0
154.0,NuScale Power,Mature/Public,Energy,Corvallis,USA,44.5645659,-123.2620435,2024.0,1.0
65.0,Otovo,Mature/Public,Energy,Oslo,Norway,59.9133301,10.7389701,2024.0,1.0
10.0,Nori,Unknown,Energy,Seattle,USA,47.6038321,-122.330062,2023.0,2.0
2800.0,Northvolt,Unknown,Energy,Stockholm,Sweden,59.3251172,18.0710935,2025.0,1.0
600.0,Take-Two,Mature/Public,Entertainment Providers,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
170.0,Zupee,Unknown,Entertainment Providers,Gurugram,India,28.4646148,77.0299194,2025.0,3.0
141.0,MyBambu,Unknown,Financial Services,Memphis,USA,35.1460249,-90.0517638,2025.0,4.0
30.0,Embroker,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
500.0,Lendingkart,Unknown,Fintech,Ahmedabad,India,23.0216238,72.5797068,2020.0,2.0
104.0,Greenlight,Growth Stage,Fintech,Atlanta,USA,33.7489924,-84.3902644,2023.0,1.0
90.0,Sunday,Early Stage,Fintech,Atlanta,USA,33.7489924,-84.3902644,2022.0,2.0
25.0,TradeWindow,Growth Stage,Fintech,Auckland,New Zealand,-36.852095,174.7631803,2023.0,1.0
19.0,Loop,Early Stage,Fintech,Austin,USA,30.2711286,-97.7436995,2023.0,1.0
15.0,Loop,Early Stage,Fintech,Austin,USA,30.2711286,-97.7436995,2022.0,3.0
90.0,ScaleFactor,Growth Stage,Fintech,Austin,USA,30.2711286,-97.7436995,2020.0,2.0
30.0,Fi.Money,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,3.0
15.0,Smallcase,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,1.0
100.0,Simpl,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2024.0,2.0
150.0,Simpl,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
40.0,Navi,Mature/Public,Fintech,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
100.0,Bright Money,Early Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2022.0,3.0
6.0,Instamojo,Unknown,Fintech,Bengaluru,India,12.98815675,77.62260004,2020.0,2.0
150.0,ZestMoney,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,4.0
100.0,ZestMoney,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
29.0,Tickertape,Early Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
190.0,Clear,Growth Stage,Fintech,Bengaluru,India,12.98815675,77.62260004,2022.0,3.0
160.0,Happay,Mature/Public,Fintech,Bengaluru,India,12.98815675,77.62260004,2023.0,2.0
180.0,Rupeek,Unknown,Fintech,Bengaluru,India,12.98815675,77.62260004,2022.0,2.0
75.0,Zeitgold,Growth Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2020.0,3.0
100.0,Smava,Unknown,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
50.0,Kontist,Growth Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,2.0
120.0,Taxfix,Growth Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2023.0,2.0
100.0,Smava,Unknown,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,3.0
45.0,Nuri,Growth Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,2.0
70.0,Moss,Growth Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,3.0
71.0,N26,Late Stage,Fintech,Berlin,Germany,52.5170365,13.3888599,2023.0,2.0
43.0,Elinvar,Unknown,Fintech,Berlin,Germany,52.5170365,13.3888599,2022.0,4.0
60.0,Flywire,Late Stage,Fintech,Boston,USA,42.3554334,-71.060511,2020.0,2.0
53.0,Ualá,Growth Stage,Fintech,Buenos Aires,Argentina,-34.6037181,-58.38153,2022.0,4.0
140.0,Ualá,Unknown,Fintech,Buenos Aires,Argentina,-34.6037181,-58.38153,2024.0,2.0
48.0,Guideline,Late Stage,Fintech,Burlingame,USA,37.5780965,-122.3473099,2023.0,2.0
47.0,Polly,Growth Stage,Fintech,Burlington,USA,44.4761601,-73.212906,2022.0,4.0
130.0,Amount,Unknown,Fintech,Chicago,USA,41.8755616,-87.6244212,2023.0,1.0
81.0,Clearcover,Growth Stage,Fintech,Chicago,USA,41.8755616,-87.6244212,2023.0,2.0
30.0,Coterie Insurance,Growth Stage,Fintech,Cincinnati,USA,39.1014537,-84.5124602,2022.0,2.0
137.0,Root Insurance,Mature/Public,Fintech,Columbus,USA,39.9622601,-83.0007065,2022.0,4.0
150.0,Pleo,Growth Stage,Fintech,Copenhagen,Denmark,55.6867243,12.5700724,2022.0,4.0
62.0,Ebanx,Unknown,Fintech,Curitiba,Brazil,-25.4295963,-49.2712724,2020.0,2.0
340.0,Ebanx,Growth Stage,Fintech,Curitiba,Brazil,-25.4295963,-49.2712724,2022.0,2.0
300.0,Wave,Early Stage,Fintech,Dakar,Senegal,14.693425,-17.447938,2022.0,3.0
41.0,Bestow,Growth Stage,Fintech,Dallas,USA,32.7762719,-96.7968559,2022.0,2.0
67.0,AgentSync,Growth Stage,Fintech,Denver,USA,39.7392364,-104.984862,2023.0,3.0
72.0,Juni,Unknown,Fintech,Gothenburg,Sweden,57.7072326,11.9670171,2022.0,4.0
90.0,Kueski,Growth Stage,Fintech,Guadalajara,Mexico,20.6720375,-103.338396,2020.0,2.0
1500.0,PaisaBazaar,Late Stage,Fintech,Gurugram,India,28.4646148,77.0299194,2020.0,2.0
14.0,Finleap Connect,Early Stage,Fintech,Hamburg,Germany,53.550341,10.000654,2022.0,2.0
30.0,Tomorrow,Unknown,Fintech,Hamburg,Germany,53.550341,10.000654,2022.0,4.0
400.0,Oriente,Growth Stage,Fintech,Hong Kong,Hong Kong,22.2793278,114.1628131,2020.0,2.0
310.0,Doma,Mature/Public,Fintech,Huntington Beach,USA,33.6783336,-118.000016,2022.0,2.0
250.0,Doma,Mature/Public,Fintech,Huntington Beach,USA,33.6783336,-118.000016,2022.0,3.0
515.0,Doma,Mature/Public,Fintech,Huntington Beach,USA,33.6783336,-118.000016,2022.0,4.0
67.0,Ajaib,Unknown,Fintech,Jakarta,Indonesia,-6.175247,106.8270488,2022.0,4.0
70.0,KoinWorks,Unknown,Fintech,Jakarta,Indonesia,-6.175247,106.8270488,2022.0,4.0
20.0,C2FO,Late Stage,Fintech,Kansas City,USA,39.100105,-94.5781416,2022.0,4.0
80.0,C2FO,Late Stage,Fintech,Kansas City,USA,39.100105,-94.5781416,2023.0,4.0
23.0,Kuda,Growth Stage,Fintech,Lagos,Nigeria,6.4550575,3.3941795,2022.0,3.0
120.0,Monzo,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2020.0,2.0
30.0,Zepz,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2023.0,4.0
420.0,Zepz,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2023.0,2.0
85.0,Zego,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2022.0,3.0
29.0,Uncapped,Unknown,Fintech,London,UK,51.4893335,-0.144055085,2022.0,2.0
40.0,TrueLayer,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2022.0,3.0
71.0,TrueLayer,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2024.0,4.0
100.0,Checkout.com,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2022.0,3.0
65.0,Curve,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2022.0,2.0
1000.0,FNZ,Mature/Public,Fintech,London,UK,51.4893335,-0.144055085,2023.0,3.0
45.0,Freetrade,Unknown,Fintech,London,UK,51.4893335,-0.144055085,2022.0,2.0
150.0,GoCardless,Late Stage,Fintech,London,UK,51.4893335,-0.144055085,2023.0,2.0
50.0,RiseUp,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2024.0,2.0
60.0,Revolut,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2020.0,2.0
85.0,Primer,Growth Stage,Fintech,London,UK,51.4893335,-0.144055085,2022.0,4.0
8.0,Octopus Ventures,Unknown,Fintech,London,UK,51.4893335,-0.144055085,2024.0,2.0
200.0,Zepz,Late Stage,Fintech,London,United Kingdom,51.4893335,-0.144055085,2025.0,1.0
95.0,BlackLine,Mature/Public,Fintech,Los Angeles,USA,34.0536909,-118.242766,2023.0,3.0
158.0,Happy Money,Growth Stage,Fintech,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
20.0,Albert,Growth Stage,Fintech,Los Angeles,USA,34.0536909,-118.242766,2022.0,2.0
84.0,Recharge,Growth Stage,Fintech,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
80.0,InvestCloud,Mature/Public,Fintech,Los Angeles,USA,34.0536909,-118.242766,2023.0,4.0
95.0,BlackLine,Mature/Public,Fintech,Los Angeles,USA,34.0536909,-118.242766,2022.0,4.0
51.0,PeerStreet,Growth Stage,Fintech,Los Angeles,USA,34.0536909,-118.242766,2020.0,1.0
83.0,Openpay,Mature/Public,Fintech,Melbourne,Australia,-37.8142454,144.9631732,2023.0,1.0
713.0,Robinhood,Mature/Public,Fintech,Menlo Park,USA,37.4519671,-122.177992,2022.0,3.0
340.0,Robinhood,Mature/Public,Fintech,Menlo Park,USA,37.4519671,-122.177992,2022.0,2.0
150.0,Robinhood,Mature/Public,Fintech,Menlo Park,USA,37.4519671,-122.177992,2023.0,2.0
15.0,Kaleidoscope,Early Stage,Fintech,Minneapolis,USA,44.9772995,-93.2654692,2023.0,1.0
715.0,Intuit,Mature/Public,Fintech,Mountain View,USA,37.3893889,-122.0832101,2020.0,2.0
1800.0,Intuit,Mature/Public,Fintech,Mountain View,USA,37.3893889,-122.0832101,2024.0,3.0
20.0,Addepar,Late Stage,Fintech,Mountain View,USA,37.3893889,-122.0832101,2023.0,1.0
22.0,Credit Sesame,Late Stage,Fintech,Mountain View,USA,37.3893889,-122.0832101,2020.0,2.0
45.0,Acko,Unknown,Fintech,Mumbai,India,19.0785451,72.878176,2020.0,2.0
19.0,Wint Wealth,Early Stage,Fintech,Nashik,India,20.0112475,73.7902364,2024.0,1.0
32.0,Stash,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
40.0,Stash,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
88.0,Stash,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2024.0,4.0
80.0,Stash,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2024.0,1.0
40.0,Stash Financial,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,2.0
30.0,Teampay,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
9.0,N26,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
20.0,Thimble,Early Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
170.0,PolicyGenius,Late Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,2.0
37.0,Capitolis,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
35.0,Jetty,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
15.0,Boost,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
25.0,Kickstarter,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2020.0,2.0
60.0,Payoneer,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2025.0,4.0
65.0,Paxos,Unknown,Fintech,New York City,USA,40.7127281,-74.0060152,2024.0,2.0
140.0,Pagaya,Mature/Public,Fintech,New York City,USA,40.7127281,-74.0060152,2023.0,1.0
45.0,Lemonade,Mature/Public,Fintech,New York City,USA,40.7127281,-74.0060152,2023.0,2.0
27.0,Lithic,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
20.0,Argyle,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,3.0
40.0,Melio,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2024.0,1.0
30.0,EquityZen,Growth Stage,Fintech,New York City,USA,40.7127281,-74.0060152,2022.0,4.0
100.0,Chargebee,Late Stage,Fintech,North Bethesda,USA,37.773972,-122.431297,2023.0,3.0
142.0,Chargebee,Late Stage,Fintech,North Bethesda,USA,37.773972,-122.431297,2022.0,4.0
931.0,Block,Mature/Public,Fintech,Oakland,USA,37.8044557,-122.271356,2025.0,1.0
75.0,Drip Capital,Growth Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2023.0,2.0
120.0,Hippo Insurance,Mature/Public,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2023.0,4.0
70.0,Hippo Insurance,Mature/Public,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2022.0,3.0
17.0,Synctera,Early Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2024.0,1.0
25.0,Equitybee,Growth Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2022.0,4.0
13.0,Ladder Life,Growth Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2020.0,1.0
24.0,Equitybee,Growth Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2023.0,1.0
50.0,Earnin,Growth Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2020.0,2.0
145.0,Navan,Unknown,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2023.0,4.0
150.0,Next Insurance,Late Stage,Fintech,Palo Alto,USA,37.4443293,-122.1598465,2022.0,3.0
28.0,Cowbell,Growth Stage,Fintech,Pleasanton,USA,37.6624312,-121.8746789,2023.0,3.0
375.0,Wex,Mature/Public,Fintech,Portland,USA,45.5202471,-122.674194,2024.0,2.0
69.0,Socure,Late Stage,Fintech,Reno,USA,39.5261206,-119.8126581,2022.0,2.0
104.0,Socure,Late Stage,Fintech,Reno,USA,39.5261206,-119.8126581,2023.0,1.0
155.0,Oportun,Mature/Public,Fintech,San Carlos,USA,37.504936,-122.261823,2023.0,1.0
32.0,AtoB,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
15.0,Vouch,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
172.0,Lending Club,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
225.0,Lending Club,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
460.0,Lending Club,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
27.0,PayJoy,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
100.0,Blend,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
89.0,Unison,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
340.0,Blend,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
220.0,Blend,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
150.0,Blend,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
200.0,Blend,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
1000.0,Block,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
130.0,Bolt,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
240.0,Bolt,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
50.0,Bolt,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
45.0,Pilot,Unknown,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
200.0,Pipe,Unknown,Fintech,San Francisco,USA,37.7792588,-122.4193286,2025.0,4.0
260.0,Plaid,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
62.0,Brex,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
136.0,Brex,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
282.0,Brex,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
70.0,Rapid,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
115.0,Rapid,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,2.0
161.0,Carta,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
40.0,Treasury Prime,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
14.0,Treasure Financial,Early Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2024.0,1.0
156.0,Chime,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
15.0,Chipper Cash,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
50.0,Chipper Cash,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
28.0,Tilia,Unknown,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,3.0
100.0,Chipper Cash,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
150.0,Fundbox,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
14.0,Fundbox,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
28.0,Tally,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
30.0,Flutterwave,Unknown,Fintech,San Francisco,USA,37.7792588,-122.4193286,2024.0,2.0
63.0,SynapseFI,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
86.0,Synapse,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,4.0
60.0,Metromile,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,3.0
100.0,Metromile,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
500.0,Affirm,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2023.0,1.0
37.0,Altruist,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2025.0,1.0
45.0,Mainstreet,Early Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
18.0,Ethos Life,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
40.0,Ethos Life,Growth Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,2.0
123.0,Tipalti,Late Stage,Fintech,Agoura Hills,USA,34.14791,-118.7657042,2023.0,1.0
112.0,SoFi,Mature/Public,Fintech,San Francisco,USA,37.7792588,-122.4193286,2020.0,2.0
300.0,Stripe,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2025.0,1.0
1000.0,Stripe,Late Stage,Fintech,San Francisco,USA,37.7792588,-122.4193286,2022.0,4.0
2000.0,PayPal,Mature/Public,Fintech,San Jose,USA,37.3361663,-121.890591,2023.0,1.0
2500.0,PayPal,Mature/Public,Fintech,San Jose,USA,37.3361663,-121.890591,2024.0,1.0
365.0,Upstart,Mature/Public,Fintech,San Mateo,USA,37.496904,-122.3330573,2023.0,1.0
140.0,Upstart,Mature/Public,Fintech,San Mateo,USA,37.496904,-122.3330573,2022.0,4.0
70.0,Neon,Growth Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2020.0,2.0
190.0,Dock,Mature/Public,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,4.0
210.0,Neon,Growth Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2023.0,1.0
136.0,Omie,Growth Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2020.0,2.0
100.0,SumUp,Unknown,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,2.0
111.0,Pier,Growth Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2023.0,1.0
28.0,Quanto,Early Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,3.0
58.0,Hash,Growth Stage,Fintech,Sao Paulo,Brazil,-23.5506507,-46.6333824,2022.0,3.0
22.0,Lighter Capital,Growth Stage,Fintech,Seattle,USA,47.6038321,-122.330062,2020.0,3.0
18.0,Lighter Capital,Growth Stage,Fintech,Seattle,USA,47.6038321,-122.330062,2020.0,2.0
31.0,Stashaway,Growth Stage,Fintech,Singapore,Singapore,1.2899175,103.8519072,2022.0,2.0
22.0,GoBear,Unknown,Fintech,Singapore,Singapore,1.2899175,103.8519072,2020.0,3.0
65.0,Funding Societies,Growth Stage,Fintech,Singapore,Singapore,1.2899175,103.8519072,2020.0,2.0
44.0,Tomo,Early Stage,Fintech,Stamford,USA,41.0534302,-73.5387341,2022.0,2.0
700.0,Klarna,Unknown,Fintech,Stockholm,Sweden,59.3251172,18.0710935,2022.0,2.0
300.0,Zip,Mature/Public,Fintech,Sydney,Australia,-33.8698439,151.2082848,2023.0,3.0
40.0,InDebted,Growth Stage,Fintech,Sydney,Australia,-33.8698439,151.2082848,2022.0,3.0
30.0,DataRails,Growth Stage,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,4.0
30.0,Earnix,Unknown,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,2.0
100.0,Bluevine,Unknown,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,4.0
30.0,Rapyd,Unknown,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
100.0,eToro,Unknown,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2022.0,3.0
150.0,Vesttoo,Growth Stage,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,3.0
100.0,Pagaya,Mature/Public,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2024.0,2.0
20.0,Lightico,Growth Stage,Fintech,Tel Aviv,Israel,32.0852997,34.7818064,2023.0,1.0
17.0,Clearbanc,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
26.0,Briza,Early Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2022.0,4.0
125.0,Clearco,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2022.0,3.0
50.0,ClearCo,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2023.0,1.0
15.0,Borrowell,Growth Stage,Fintech,Toronto,Canada,43.6534817,-79.3839347,2020.0,2.0
80.0,FreshBooks,Unknown,Fintech,Toronto,Canada,43.6534817,-79.3839347,2023.0,1.0
